Length,Digits,Entropy,Risky_TLD,IP_Usage,Subdomains,Hyphens,Keywords,DNS_Rec,Domain_Age,Expiry,Has_Form,Pass_Field,IFrame,Link_Ratio,HTTP_Code,SSL_Risk,label
104,6,4.468832628618801,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
44,0,4.1352347434897885,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
65,15,4.8817683439912605,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
32,9,3.827819531114783,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,0,4.219528282299548,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
105,5,5.021249152019857,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
23,0,3.762267390651494,1,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
27,0,3.9302703722934536,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,2,4.596483105491916,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
378,47,5.865077240803902,0,0,2,8,1,1,-1,300,0,0,0,0.1,0,0,1
32,0,3.952819531114783,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
46,0,4.0130414461577955,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,1
161,6,5.063359442313067,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
42,4,4.336019137621611,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
75,2,4.622879064177555,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
42,0,4.037701875407782,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
38,1,4.543851526544547,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
43,2,4.22220806840402,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
42,7,4.011980078706449,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
28,1,3.940759832540089,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
61,4,4.5610836486836295,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
56,7,4.534422555715742,0,0,2,2,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.218870595993136,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,0
117,8,4.890765661251591,0,0,4,1,1,1,-1,300,0,0,0,0.1,0,0,1
42,7,4.132939970645877,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,1,3.970575533866896,1,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
48,14,4.488521032323434,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
77,5,4.734146690456657,0,0,4,0,0,1,-1,300,0,0,0,0.1,0,0,1
38,0,4.5041206053780485,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
42,0,4.20483401847097,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
33,0,4.248495255525412,0,0,0,0,1,1,-1,300,0,0,0,0.1,0,0,1
34,4,4.314972767530034,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
43,1,4.164295859202321,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
36,3,4.273684376262024,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
32,0,3.9917292966721747,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
59,0,4.361480236449054,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
44,0,4.248426788747654,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
42,0,4.127569435189147,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
116,1,4.409314673314194,0,0,7,0,1,1,-1,300,0,0,0,0.1,0,0,1
41,0,4.161953223919209,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
30,3,4.139572261986723,0,0,0,0,1,1,-1,300,0,0,0,0.1,0,0,1
36,1,4.114369445886757,0,0,1,0,1,1,-1,300,0,0,0,0.1,0,0,1
38,0,3.8275546594689254,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,0,3.902679737686645,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
42,4,4.3297176493718394,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
105,12,4.92041728056153,0,0,1,5,0,1,-1,300,0,0,0,0.1,0,0,0
81,8,4.458323731354896,0,0,0,6,0,1,-1,300,0,0,0,0.1,0,0,0
36,0,4.141604167868594,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
89,23,4.566853482517738,0,0,0,1,1,1,-1,300,0,0,0,0.1,0,0,1
81,7,4.6440691826834986,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
55,2,4.279480460176882,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
44,0,4.2544418457133455,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
24,1,3.4072682296173893,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
36,0,4.062305474194335,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
20,0,3.6464393446710153,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,0,3.935398667466763,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
44,3,4.360237800987291,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
46,7,4.493473304203662,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
88,0,4.214225301353399,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
36,0,3.972163460365542,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
24,4,4.001629167387823,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
63,8,4.276717575725834,0,0,0,4,0,1,-1,300,0,0,0,0.1,0,0,0
134,1,4.479310338604467,0,0,8,1,1,1,-1,300,0,0,0,0.1,0,0,1
19,0,3.6818808028034034,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,1,4.010241344834732,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.2691964294707,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
25,0,3.833269689515108,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
57,0,4.662204822003328,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
59,15,4.706641727577873,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
68,3,4.483659164397963,0,0,2,0,1,1,-1,300,0,0,0,0.1,0,0,1
18,4,3.6143694458867572,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
30,0,4.0062389286533895,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
44,0,3.9368471081897756,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
109,3,5.059597885183392,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
29,6,4.064203408622266,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
25,1,3.9238561897747246,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,3,4.233946664525226,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
46,0,4.014302782900044,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
102,17,4.596184928070498,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
28,0,3.6550455468258036,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
24,7,4.053508854797679,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,2,4.248020729000122,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
53,0,4.350193095909352,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
33,0,4.043801694853791,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
16,0,3.577819531114783,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
84,6,4.618424721254525,0,0,1,5,0,1,-1,300,0,0,0,0.1,0,0,0
52,6,4.308506248764097,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
56,0,4.2298782001355075,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,0
38,0,3.9053077763737467,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
86,7,4.451584815122704,0,0,5,5,0,1,-1,300,0,0,0,0.1,0,0,1
60,0,4.267260654859434,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
33,0,4.066677073707229,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
47,0,4.20599144773606,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
46,0,4.120750542731344,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
78,0,4.168318643632312,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
33,3,4.187889194919351,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
120,1,4.50584998990581,0,0,6,1,1,1,-1,300,0,0,0,0.1,0,0,1
162,66,4.822594932248722,0,0,8,1,1,1,-1,300,0,0,0,0.1,0,0,1
74,2,4.394633266054661,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
59,0,4.057816728637298,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
65,5,4.54524060582315,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,4.208297968550675,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
105,0,4.154986673293425,0,0,12,0,1,1,-1,300,0,0,0,0.1,0,0,1
39,0,3.761660630010439,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
50,0,4.118562939644916,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
37,0,4.013111135723804,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
23,0,3.6211755429194707,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
37,0,4.121219243831912,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,0,3.9661933822298607,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
24,0,3.855388542207534,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
47,0,3.965158545204496,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
88,4,4.234585235801095,0,0,0,7,0,1,-1,300,0,0,0,0.1,0,0,0
72,0,4.380091370322615,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
49,0,4.349930896134859,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
58,2,4.2159931782331395,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
39,0,4.3361829878711236,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
38,3,4.4713544870139295,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
62,1,4.758406544460785,0,0,1,3,1,1,-1,300,0,0,0,0.1,0,0,1
263,62,5.084280962725317,0,0,13,3,0,1,-1,300,0,0,0,0.1,0,0,1
40,0,4.265311532225102,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
37,4,4.574054041187681,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
49,6,4.325704549039083,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,0
75,1,4.357888357765193,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
42,0,4.546846589342405,0,0,1,1,1,1,-1,300,0,0,0,0.1,0,0,1
41,4,4.150626554487253,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
32,5,3.9886085007312415,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
105,9,4.608879053897507,0,0,1,11,0,1,-1,300,0,0,0,0.1,0,0,0
25,2,3.973660689688186,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
41,0,3.841967480534727,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
53,5,4.394504709977216,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
32,3,4.3246987351738495,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
84,8,4.518041346188696,0,0,2,4,0,1,-1,300,0,0,0,0.1,0,0,0
233,33,4.576330826331487,0,0,5,5,1,1,-1,300,0,0,0,0.1,0,0,1
29,0,4.03039478823102,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
23,0,3.327484781955842,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
25,8,3.943465189601647,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
48,1,4.0957136787344055,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
107,19,4.545637134927918,1,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
39,1,4.128494129663178,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,0,4.292770193936991,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
34,4,4.076741430173861,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
34,4,4.017917900762097,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
46,0,4.134990152123812,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
31,0,3.800182197134703,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
60,0,4.371241170818225,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
36,0,4.083274571476653,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
18,0,3.4193819456463714,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
26,0,3.825251737288651,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
91,6,4.32976786736412,0,0,2,4,0,1,-1,300,0,0,0,0.1,0,0,0
55,0,4.242647159286648,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
62,7,4.4743800851956745,0,0,1,3,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.110987196609283,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
31,0,3.784368487596862,1,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
41,0,4.424267553240269,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,4.122693700152457,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
66,0,4.42880032416011,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
173,87,4.55730512100504,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
70,8,4.528495696254805,0,0,1,4,0,1,-1,300,0,0,0,0.1,0,0,0
249,36,5.776117646617027,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
64,0,4.004648620363206,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,1
53,1,4.3198225209199785,0,0,0,4,0,1,-1,300,0,0,0,0.1,0,0,0
26,3,3.95006375643621,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
26,2,4.074875775583769,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
44,0,4.189561096343497,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
43,0,4.518833359152008,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
61,0,4.319578732030199,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
46,10,4.2077070644704735,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
26,0,3.8441065448145384,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
797,198,5.637252935299549,0,0,12,6,0,1,-1,300,0,0,0,0.1,0,0,1
31,3,4.026619294188054,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
104,0,4.346879711625777,0,0,4,1,1,1,-1,300,0,0,0,0.1,0,0,1
36,0,3.9749375012019272,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
30,3,4.2817276788697365,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
25,14,3.5434651896016476,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
40,4,4.225070520364182,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
54,0,4.2609794565513,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
23,0,3.7409532604048388,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
40,0,4.384183719779189,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
47,9,4.4530050748517365,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
47,0,4.240239117404928,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
57,0,4.2865923740346075,0,0,5,1,1,1,-1,300,0,0,0,0.1,0,0,1
76,0,4.28510477756102,0,0,2,2,0,1,-1,300,0,0,0,0.1,0,0,1
74,7,4.576885798730643,0,0,1,6,0,1,-1,300,0,0,0,0.1,0,0,0
46,0,4.081416381543157,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
37,12,4.00325902824812,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
88,4,4.58762210914592,0,0,1,10,0,1,-1,300,0,0,0,0.1,0,0,0
62,2,4.267981190322613,0,0,0,6,0,1,-1,300,0,0,0,0.1,0,0,0
44,0,3.87328502905046,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
104,3,4.729776588930589,0,0,5,0,0,1,-1,300,0,0,0,0.1,0,0,1
85,8,4.658652772453779,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
102,8,4.595138108989742,1,0,2,4,0,1,-1,300,0,0,0,0.1,0,0,1
34,0,3.878068268345524,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
30,2,4.2817276788697365,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
30,4,4.231401845392172,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
124,0,4.313029560512311,0,0,1,7,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,3.7986215909377514,0,0,0,0,1,1,-1,300,0,0,0,0.1,0,0,0
61,0,4.361088059499699,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,1
65,15,4.830307144484393,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
60,2,4.237907837484892,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
80,6,4.6208368150187145,0,0,2,5,0,1,-1,300,0,0,0,0.1,0,0,1
78,4,4.66856716836924,0,0,4,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,0,4.23238786376345,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
45,0,4.3390908078646255,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,0
306,65,5.591023256124606,0,0,2,2,0,1,-1,300,0,0,0,0.1,0,0,1
41,0,4.0858699195591175,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
37,0,4.023661393171458,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
57,0,4.036335137078636,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
50,9,4.471272380112911,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
108,6,4.492408879840792,0,0,0,9,0,1,-1,300,0,0,0,0.1,0,0,0
33,1,3.8997141947882317,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
52,0,4.309310940686528,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,0
39,0,3.9746479758170246,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
69,5,4.525404262866907,0,0,0,4,0,1,-1,300,0,0,0,0.1,0,0,0
55,4,4.336197105245314,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
69,8,4.446625406588936,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
111,1,4.45172921612442,0,0,6,1,1,1,-1,300,0,0,0,0.1,0,0,1
28,0,3.7264741182543752,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,0,3.9748899442849237,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
60,0,4.12742132943338,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
24,13,3.7406015629507228,0,1,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
37,1,4.2629790410707376,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
36,0,3.9749375012019272,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
52,10,4.558438218424667,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
94,8,4.559767315989208,0,0,1,6,0,1,-1,300,0,0,0,0.1,0,0,0
63,5,4.379737020101596,0,0,1,4,0,1,-1,300,0,0,0,0.1,0,0,0
50,0,4.208367439558378,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
53,4,4.415018399365579,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
35,0,4.125871146123145,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
61,0,4.164366748024289,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
50,3,4.658171939471839,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
30,4,4.0980685120588385,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
44,0,4.112063152384018,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
32,0,3.890319531114783,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
34,4,4.017917900762097,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,7,4.301839504248711,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
33,11,3.7754758472091443,0,1,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
37,0,3.8951509201400127,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,3,4.064392248309453,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
47,0,4.171743778067191,0,0,0,0,1,1,-1,300,0,0,0,0.1,0,0,1
45,2,4.4556488633721045,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
20,0,3.584183719779189,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
19,1,3.6818808028034034,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
41,0,3.9275717489329454,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
35,0,3.8710230164504593,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
61,0,4.176741952977789,0,0,0,5,0,1,-1,300,0,0,0,0.1,0,0,0
30,0,4.031401845392172,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
53,0,4.416902653518595,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,0
29,3,4.39212668463354,1,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
50,0,4.48637013015618,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
48,0,4.332067386399956,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
72,4,4.529464807852664,0,0,2,3,0,1,-1,300,0,0,0,0.1,0,0,0
34,5,4.13850217929474,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
78,0,4.10587081693423,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,1
48,0,4.381328385912462,0,0,2,0,1,1,-1,300,0,0,0,0.1,0,0,1
39,0,4.131054782742918,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
23,0,3.609668477419888,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
54,0,4.187383744495057,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,0
23,0,4.055958151615123,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
94,10,4.544739087299041,0,0,1,2,0,1,-1,300,0,0,0,0.1,0,0,1
181,6,5.105861010105335,0,0,2,0,0,1,-1,300,0,0,0,0.1,0,0,1
65,7,4.362516806691059,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
22,0,3.663532754804255,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
28,2,3.940759832540089,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
30,1,4.0980685120588385,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
37,2,4.283381405994074,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
81,0,4.297726617189545,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
72,0,4.086543760464737,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
45,0,3.9922099084326965,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
44,0,4.152391277629867,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
24,2,3.5383201891060003,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
61,3,4.327615207369102,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,0,4.224721409727563,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
47,1,4.13907129820996,0,0,1,3,0,1,-1,300,0,0,0,0.1,0,0,1
39,0,4.262984193710269,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
31,0,4.171465261790411,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
37,0,3.7560901896609136,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
100,0,4.075881821076158,0,0,0,5,0,1,-1,300,0,0,0,0.1,0,0,0
52,3,3.9101784887218454,0,0,0,4,0,1,-1,300,0,0,0,0.1,0,0,0
62,0,4.168246457579988,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
37,0,4.003259028248121,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
41,0,4.070847431394585,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
25,2,3.8292750707107133,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
31,7,4.128078875727623,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
49,8,4.2877802521018635,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
34,0,3.97351275357601,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
55,0,4.045288014336223,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
34,0,3.7748395917476727,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,0
36,1,4.041336376912016,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
24,0,4.053508854797679,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,0
38,2,3.9251732369569963,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,1
29,0,3.8833374604210067,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
46,0,4.316827716832514,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,0
108,8,4.391326629207677,0,0,1,8,0,1,-1,300,0,0,0,0.1,0,0,0
47,25,4.153557544614567,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
134,18,5.008681211511537,0,0,3,2,0,1,-1,300,0,0,0,0.1,0,0,1
38,0,4.043337052632603,0,0,1,0,0,1,-1,300,0,0,0,0.1,0,0,1
70,12,4.713660389376383,0,0,2,1,0,1,-1,300,0,0,0,0.1,0,0,0
83,15,4.483550836400932,0,0,1,6,0,1,-1,300,0,0,0,0.1,0,0,0
78,18,4.5626099567475675,0,0,0,1,0,1,-1,300,0,0,0,0.1,0,0,1
58,0,4.2211586335836495,0,0,0,3,0,1,-1,300,0,0,0,0.1,0,0,0
64,0,4.165623587245974,0,0,0,2,0,1,-1,300,0,0,0,0.1,0,0,1
60,0,4.748394345536403,0,0,3,0,0,1,-1,300,0,0,0,0.1,0,0,1
91,11,4.754128224305286,0,0,6,1,1,1,-1,300,0,0,0,0.1,0,0,1
84,0,4.329028882574578,0,0,1,1,0,1,-1,300,0,0,0,0.1,0,0,1
41,0,4.159517480745797,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,1,4.629249223856035,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
38,1,4.576617644908666,0,0,0,0,0,1,-1,300,0,0,0,0.1,0,0,0
